#COG functions of genes with Fis binding in mid exponential phase
#Here, all genes predicted as belonging to the operon with upstream binding are included
#gene	COG
b3736	Energy_production_and_conversion
b3737	Energy_production_and_conversion
b3738	Energy_production_and_conversion
b3739	Energy_production_and_conversion
b3754	Carbohydrate_transport_and_metabolism
b3754	General_function_prediction_only
b3754	Inorganic_ion_transport_and_metabolism
b3754	Amino_acid_transport_and_metabolism
b3765	Posttranslational_modification_protein_turnover_chaperones
b3775	Posttranslational_modification_protein_turnover_chaperones
b3780	Translation_ribosomal_structure_and_biogenesis
b3780	Transcription
b3780	Replication_recombination_and_repair
b3783	Transcription
b3784	Cell_wall_membrane_envelope_biogenesis
b3785	Cell_wall_membrane_envelope_biogenesis
b3789	Cell_wall_membrane_envelope_biogenesis
b3791	Cell_wall_membrane_envelope_biogenesis
b3792	General_function_prediction_only
b3794	Cell_wall_membrane_envelope_biogenesis
b3813	Replication_recombination_and_repair
b3827	Carbohydrate_transport_and_metabolism
b3827	General_function_prediction_only
b3827	Amino_acid_transport_and_metabolism
b3828	Transcription
b3829	Amino_acid_transport_and_metabolism
b3831	Nucleotide_transport_and_metabolism
b3839	Intracellular_trafficking_secretion_and_vesicular_transport
b3846	Lipid_transport_and_metabolism
b3847	Amino_acid_transport_and_metabolism
b3850	Energy_production_and_conversion
b3850	Coenzyme_transport_and_metabolism
b3866	Function_unknown
b3867	Coenzyme_transport_and_metabolism
b3868	Signal_transduction_mechanisms
b3869	Signal_transduction_mechanisms
b3870	Amino_acid_transport_and_metabolism
b3881	Carbohydrate_transport_and_metabolism
b3882	Lipid_transport_and_metabolism
b3883	Carbohydrate_transport_and_metabolism
b3884	Carbohydrate_transport_and_metabolism
b3884	Transcription
b3902	Carbohydrate_transport_and_metabolism
b3904	Carbohydrate_transport_and_metabolism
b3905	Transcription
b3906	Transcription
b3907	Carbohydrate_transport_and_metabolism
b3907	General_function_prediction_only
b3907	Amino_acid_transport_and_metabolism
b3915	Inorganic_ion_transport_and_metabolism
b3916	Carbohydrate_transport_and_metabolism
b3918	Lipid_transport_and_metabolism
b3929	Coenzyme_transport_and_metabolism
b3930	Coenzyme_transport_and_metabolism
b3938	Transcription
b3938	Amino_acid_transport_and_metabolism
b3939	Amino_acid_transport_and_metabolism
b3940	Amino_acid_transport_and_metabolism
b3941	Amino_acid_transport_and_metabolism
b3942	Inorganic_ion_transport_and_metabolism
b3944	Function_unknown
b3951	Energy_production_and_conversion
b3961	Transcription
b3962	Energy_production_and_conversion
b3963	Transcription
b3965	Translation_ribosomal_structure_and_biogenesis
b3966	Coenzyme_transport_and_metabolism
b3967	Cell_wall_membrane_envelope_biogenesis
b3972	Cell_wall_membrane_envelope_biogenesis
b3973	Transcription
b3974	Coenzyme_transport_and_metabolism
b3980	Translation_ribosomal_structure_and_biogenesis
b3983	Translation_ribosomal_structure_and_biogenesis
b3984	Translation_ribosomal_structure_and_biogenesis
b3985	Translation_ribosomal_structure_and_biogenesis
b3986	Translation_ribosomal_structure_and_biogenesis
b3987	Transcription
b3988	Transcription
b3990	General_function_prediction_only
b3990	Coenzyme_transport_and_metabolism
b3993	Coenzyme_transport_and_metabolism
b3994	Coenzyme_transport_and_metabolism
b4000	Replication_recombination_and_repair
b4002	Cell_motility
b4002	Inorganic_ion_transport_and_metabolism
b4002	Intracellular_trafficking_secretion_and_vesicular_transport
b4002	Signal_transduction_mechanisms
b4003	Signal_transduction_mechanisms
b4004	Signal_transduction_mechanisms
b4014	Energy_production_and_conversion
b4015	Energy_production_and_conversion
b4016	Signal_transduction_mechanisms
b4017	General_function_prediction_only
b4018	Transcription
b4019	Amino_acid_transport_and_metabolism
b4021	Amino_acid_transport_and_metabolism
b4022	Translation_ribosomal_structure_and_biogenesis
b4024	Amino_acid_transport_and_metabolism
b4025	Carbohydrate_transport_and_metabolism
b4030	Function_unknown
b4032	Carbohydrate_transport_and_metabolism
b4033	Carbohydrate_transport_and_metabolism
b4034	Carbohydrate_transport_and_metabolism
b4035	Carbohydrate_transport_and_metabolism
b4036	Carbohydrate_transport_and_metabolism
b4055	General_function_prediction_only
b4056	Function_unknown
b4057	Function_unknown
b4058	Replication_recombination_and_repair
b4059	Replication_recombination_and_repair
b4061	Signal_transduction_mechanisms
b4064	General_function_prediction_only
b4067	General_function_prediction_only
b4068	Function_unknown
b4069	Lipid_transport_and_metabolism
b4070	Inorganic_ion_transport_and_metabolism
b4072	Energy_production_and_conversion
b4073	Inorganic_ion_transport_and_metabolism
b4074	Posttranslational_modification_protein_turnover_chaperones
b4075	Posttranslational_modification_protein_turnover_chaperones
b4076	Posttranslational_modification_protein_turnover_chaperones
b4077	Energy_production_and_conversion
b4078	General_function_prediction_only
b4079	Energy_production_and_conversion
b4107	Function_unknown
b4108	Inorganic_ion_transport_and_metabolism
b4111	Carbohydrate_transport_and_metabolism
b4111	General_function_prediction_only
b4111	Inorganic_ion_transport_and_metabolism
b4111	Amino_acid_transport_and_metabolism
b4115	Amino_acid_transport_and_metabolism
b4116	Transcription
b4122	Energy_production_and_conversion
b4123	General_function_prediction_only
b4124	Transcription
b4124	Signal_transduction_mechanisms
b4125	Signal_transduction_mechanisms
b4126	Function_unknown
b4127	General_function_prediction_only
b4133	Transcription
b4138	General_function_prediction_only
b4140	General_function_prediction_only
b4141	Amino_acid_transport_and_metabolism
b4142	Posttranslational_modification_protein_turnover_chaperones
b4143	Posttranslational_modification_protein_turnover_chaperones
b4151	Energy_production_and_conversion
b4152	Energy_production_and_conversion
b4153	Energy_production_and_conversion
b4154	Energy_production_and_conversion
b4155	Translation_ribosomal_structure_and_biogenesis
b4159	Cell_wall_membrane_envelope_biogenesis
b4160	Lipid_transport_and_metabolism
b4176	Function_unknown
b4177	Nucleotide_transport_and_metabolism
b4200	Translation_ribosomal_structure_and_biogenesis
b4201	Replication_recombination_and_repair
b4202	Translation_ribosomal_structure_and_biogenesis
b4203	Translation_ribosomal_structure_and_biogenesis
b4213	Nucleotide_transport_and_metabolism
b4214	Inorganic_ion_transport_and_metabolism
b4218	General_function_prediction_only
b4219	Posttranslational_modification_protein_turnover_chaperones
b4220	Cell_wall_membrane_envelope_biogenesis
b4221	Function_unknown
b4222	Function_unknown
b4226	Energy_production_and_conversion
b4227	Carbohydrate_transport_and_metabolism
b4230	Carbohydrate_transport_and_metabolism
b4231	Carbohydrate_transport_and_metabolism
b4237	Posttranslational_modification_protein_turnover_chaperones
b4238	Nucleotide_transport_and_metabolism
b4263	General_function_prediction_only
b4271	Replication_recombination_and_repair
b4278	Replication_recombination_and_repair
b4280	General_function_prediction_only
b4295	Transcription
b4300	Carbohydrate_transport_and_metabolism
b4300	Transcription
b4301	Carbohydrate_transport_and_metabolism
b4302	Carbohydrate_transport_and_metabolism
b4302	Signal_transduction_mechanisms
b4303	General_function_prediction_only
b4304	Carbohydrate_transport_and_metabolism
b4329	Function_unknown
b4330	Function_unknown
b4336	Function_unknown
b4337	Carbohydrate_transport_and_metabolism
b4337	General_function_prediction_only
b4337	Inorganic_ion_transport_and_metabolism
b4337	Amino_acid_transport_and_metabolism
b4354	Signal_transduction_mechanisms
b4355	Cell_motility
b4355	Signal_transduction_mechanisms
b4376	General_function_prediction_only
